,id,cmt,giá,dịch_vụ,an_toàn,chất_lượng,ship,other,chính_hãng
2704,15118,"mua 2 shop . sữa hạn , đóng_gói đẹp . giao hàng",0,0,1,0,1,0,0
2707,15115,"shop nhiệt_tình , ship siêu a",0,1,0,0,1,0,0
2709,15113,shop tư_vấn nhiệt_tình . . đóng_gói cẩn_thận . ủng_hộ tiếp,0,1,0,0,1,0,0
2710,15112,shop giao hàng . mua giá sale shope xu . 350k 1 hôp sữa,1,0,0,0,1,0,0
2711,15111,"mua 3 chất_lượng ok , săn sale giá rẻ lắm , good .",1,0,0,1,0,0,0
2712,15110,giao_hành . đóng_gói cẩn_thận . hi_vọng hợp sữa giúp .,0,0,0,0,1,0,0
2713,15109,"shop nhiệt_tình , mua bao shop , ưng_ý , ủng_hộ shop",0,1,0,0,0,0,0
2714,15108,"c9n uống sữa bv sinh , sữa hợp không béo , lên_cân đều . uống dặm 2 cữ không đủ sữa mẹ",0,0,0,0,0,1,0
2715,15107,"video tính_chất minh_hoạ , bình_luận xu . k phàn_nàn",0,0,0,0,0,1,0
2716,15106,"hàng chuẩn , nguyên niêm_phong . shop giao hàng , bận shop",0,0,0,0,1,0,1
2718,15104,"đóng_gói đầy_đủ , tư_vấn bực shiper tự_động delay giao hàng , thùng hàng rách be_bét , may không hỏng sữa rơi mất đồ . giao hàng dạo chán 😤",0,1,0,0,-1,0,0
2719,15103,giao hàng .,0,0,0,0,1,0,0
2720,15102,"sữa tốt ngon bổ rẻ , đầu mua ưng_ý . giao hàng . ủng_hộ",1,0,0,1,1,0,0
2721,15101,"shop gói hàng bao kĩ nha , không sợ méo_mó bể vỡ . tks shop . ủng_hộ shop tiếp",0,0,0,0,1,0,0
2722,15100,"giao hàng , đóng_gói cẩn_thận hộp không móp méo . sữa thơm , chất_lượng bé uống theo_dõi bé hợp sữa ủng_hộ shop dài_dài",0,0,0,1,1,0,0
2724,15098,shop tuyệt_vời,0,0,0,0,0,1,0
2725,15097,date ngắn hôm,0,0,-1,0,0,0,0
2726,15096,chưa hộp vẻ chuẩn .,0,0,0,0,0,0,1
2727,15095,mua mấy rùi thất_vọng hộp móp dã_man 😂,0,0,0,0,-1,0,0
2728,15094,"dịch_vụ giao hàng cấp_tốc 4h qui_định đặt_hàng , 12h trưa hàng hôm chưa hàng , 3 , 2 đều . gọi shope giao . mong cty làm_việc dịch_vụ .",0,-1,0,0,-1,0,0
2732,15090,"giao đúng sản_phẩm , giao hàng . ủng_hộ shop . shop",0,0,0,0,1,0,0
2733,15089,"sản_phẩm tốt , giao hàng , giá_cả ủng_hộ shop .",1,0,0,1,1,0,0
2734,15088,giao hàng nhanh_chóng giá_cả sản_phẩm hợp_lý chất_lượng sản_phẩm tốt,1,0,0,1,1,0,0
2735,15087,"hơi móp 2 hộp chưa bật sữa 5 , giao thành_phố hcm nghệ_an như chớp",0,0,0,0,1,0,0
2736,15086,"hàng , giao hàng hoả_tốc , tiếng shop , hết_mình ủng_hộ tiếp",0,0,0,0,1,0,0
2737,15085,giao hàng đóng_gói cẩn_thận chất_lượng tốt . hài_lòng,0,0,0,1,1,0,0
2738,15084,giao hàng hơi đợt đóng hàng cẩn_thận : ),0,0,0,0,-1,0,0
2739,15083,đóng_gói cẩn_thận,0,1,0,0,1,0,0
2741,15081,"giao hang , sữa ngon , bé , hộp hơi méo chút không ảnh_hưởng chất_lượng sữa , ủng_hộ shop dài_dài .",0,0,0,1,1,0,0
2743,15079,check mã_vạch oke mua nhièu .,0,0,0,0,0,0,1
2744,15078,"đủ hàng , yubest core không mềm_mại như night tổng_thể ok",0,0,0,1,1,0,0
2748,15616,giao hàng . đóng_gói,0,0,0,0,1,0,0
2751,15613,"sữa uống thơm ngon , béo ngậy , . uống 1 hộp bé na ăn ngon_miệng hẳn , cân cải_thiện phục_vụ tốt , 2 mua hàng hài_lòng . săn giá sale hời 😁 chúc shop buôn may đắt chương_trình ưu_đãi",1,1,0,1,0,0,0
2752,15612,"giao hàng , mua ưng . đóng_gói cẩn_thận",0,0,0,0,1,0,0
2753,15611,"shop giá chuẩn chỗ , đóng_gói cẩn_thận lớp chống sốc . hình_như mẫu gửi nhầm không",1,0,0,0,1,0,0
2754,15610,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,0,0,0,1,0,0,0
2756,15608,giao hàng,0,0,0,0,-1,0,0
2757,15607,giao hàng đóng_gói cẩn_thận mua đầu chưa chưa . shop 5,0,0,0,0,1,0,0
2758,15606,hàng chuẩn hạn nha ! shop hàng ! mua !,0,0,1,0,1,0,1
2760,15604,chất_lượng tuyệt_vời,0,0,0,1,0,0,0
2762,15602,"giao hàng gói cẩn hộ shop thường_xuyên , .",0,0,0,0,1,0,0
2763,15601,chất_lượng sản_phẩm tuyệt_vời . giao hàng đóng_gói,0,0,0,1,1,0,0
2765,15599,"mua . chất_lượng tốt , giá_thành rẻ mua . tem đầy_đủ",1,0,0,1,0,0,1
2766,15598,shop đồ . bọc hàng cẩn thẩn . ủng_hộ shop dài_dài . giá_thành hợp_lý . date_xa,1,0,1,0,1,0,0
2767,15597,"hàng , đóng_gói cẩn_thận giao hàng . hi_vọng sữa chuẩn auth .",0,0,0,0,-1,0,0
2769,15595,sản_phẩm tuyệt_vời,0,0,0,1,0,0,0
2771,15593,"sữa tốt , đóng_gói , bé t1 uống sữa shop bé 2 uống nè",0,0,0,1,1,0,0
2772,15592,sản_phẩm hãng 👌,0,0,0,0,0,0,1
2773,15591,"giao hàng nhanh_chóng , giá_thành tốt , chất_lượng giá tiền",1,0,0,1,1,0,0
2775,15589,"giao hàng , đóng_gói cẩn_thận , sữa",0,0,0,1,1,0,0
2776,15588,"date 12 , giao hàng dặn shop không hương đào shop . giá mềm chất_lượng bé xong",1,-1,1,0,1,0,0
2777,15587,sản_phẩm đúng hình_ảnh shop giá_thành sản_phẩm như chất_lượng tốt,1,0,0,1,0,0,1
2779,15585,giao hàng gói hàng cẩn_thận . mua shop . tiếp tích ủng_hộ shop,0,0,0,0,1,0,0
2780,15584,"shop giao hàng , đóng_gói cẩn_thận . ủng_hộ shop tiếp .",0,0,0,0,1,0,0
2781,15583,"mua sản_phẩm , tốt , bé",0,0,0,0,0,1,0
2782,15582,giao hàng . đóng_gói sản_phẩm . sản_phẩm pk,0,0,0,0,1,0,0
2783,15581,mua hai t3,0,0,0,0,0,1,0
2784,15580,"sản hàng gói sản_phẩm kĩ , !",0,0,0,0,1,0,0
2785,15579,chán vỏ bọc cẩn_thận hộp méo_mó tiền triệu hàng thất_vọng,0,0,0,0,-1,0,0
2791,15573,shop giao hàng . hàng chuẩn . ủng_hộ shop tiếp .,0,0,0,0,1,0,1
2792,15572,giao hàng hàng shop gọi đổi loại . loại chưa chưa thấm hút tn,0,1,0,0,1,0,0
2793,15571,"giao hàng , đóng_gói cẩn_thận . sữa đúng chuẩn hãng , bé uống",0,0,0,0,1,0,1
2796,15568,"shop giao hàng , bọc đẹp , sữa như giới_thiệu , ủng_hộ tiếp",0,0,0,0,1,0,0
2797,15567,shop nhiệt_tình . đóng_gói hàng cẩn_thận . ủng_hộ,0,1,0,0,1,0,0
2799,15565,"hàng đóng_gói , mua rẻ 100k . bé m uống sữa mê lắm",1,0,0,0,1,0,0
2800,15564,đóng_gói shop nhiệt_tình,0,1,0,0,1,0,0
2801,15563,"giao hàng , đóng_gói cẩn_thận , mua yên_tâm sản_phẩm .",0,0,0,0,1,0,0
2802,15562,ko sữa chất_lượng không hài_lòng lắm hộp,0,0,0,0,0,1,0
2803,15561,đóng_gói kĩ tóm oke,0,0,0,0,1,0,0
2804,15560,"giao hàng kinh_khủng ,",0,0,0,0,1,0,0
2806,15558,mua shop yên_tâm lắm .,0,0,0,0,0,1,0
2807,15557,hn hcm hai v . đóng_gói kĩ_càng . hàng chuẩn,0,0,0,0,1,0,1
2808,15556,sữa ngon giá rẻ không nga 30k rùi,1,0,0,1,0,0,0
2809,15555,"hình 1 hình mua cửa_hàng , hình 2 shop nắp mùi_vị sữa không như mua cửa_hàng",0,0,0,0,0,0,-1
2810,15554,date oke,0,0,1,0,0,0,0
2811,15553,"hàng , giao hơi , hàng ok , giá rẻ , mua tiếp",1,0,0,1,-1,0,0
2812,15552,"shop giao hàng , không như quảng_cáo nhắn_tin . nhắn shop toàn trả_lời tự_động . mã giảm_giá hạn không đc . mãi không giao . chán thái_độ .",0,-1,0,0,-1,0,-1
2813,15551,chưa mua shope . shop giao hàng,0,0,0,0,1,0,0
2814,15550,giao hàng . đóng_gói cẩn_thận . chưa hy_vọng tốt,0,0,0,0,1,0,0
2815,15549,"sản_phẩm , sản_phẩm tem chất_lượng , giao hàng , yên_tâm , ủng_hộ",0,0,1,0,1,0,1
2816,15548,"form bỉm tương_đương angel , không mềm như angel thấm hút tốt , đũng 1 chút , đêm không tràn .",0,0,0,1,0,0,0
2818,15546,"sp tốt , bé",0,0,0,1,0,0,0
2823,15541,shop gói hàng cẩn_thận túi sữa nguyên_vẹn bột sữa thơm ngon,0,0,0,1,1,0,0
2824,15540,sản_phẩm tốt,0,0,0,1,0,0,0
2825,15539,"hàng , đóng_gói đảm_bảo , hộp không mốp méo ! nhưnh hạn hơi",0,0,-1,-1,1,0,0
2826,15538,đóng_gói cẩn_thận . sữa hạn tận 2022 . uống ủng_hộ shop tiếp .,0,0,1,0,1,0,0
2827,15537,"giao hàng . shipper vui_vẻ , nhiệt_tình . ủng_hộ .",0,1,0,0,1,0,0
2828,15536,"giao hàng , 12 / 12 17 / 12 hàng , mua 3 hộp 3 hộp đều móp . ko mua ko ?",0,0,0,0,-1,0,0
2830,15534,"hài_lòng tùy_chọn giao hàng 4h , sữa sản_phẩm thiết_yếu bé giao nhanh_chóng . mua lazada rẻ mấy chục nghìn bé hẳn bú , đổi shope . mặc_dù hàng hãng chất_lượng như",0,0,0,0,1,0,1
2831,15533,"hàng hộp sữa hơi méo một_chút , hộp sữa thơm , mịn . bé hợp ủng_hộ shop",0,0,0,1,-1,0,0
2833,15531,chưa đk chỗ sữa rẻ . ủng_hộ shop dài_dài,1,0,0,0,0,0,0
2834,15530,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,0,0,0,1,1,0,0
2835,15529,hàng hạn 3 / 6 / 202 hài_lòng .,0,0,1,1,0,0,0
2836,15528,"giao hàng , đóng_gói cẩn_thận . chất_lượng chưa .",0,0,0,0,1,0,0
2837,15527,"sản_phẩm hạn , đóng_gói cẩn_thận , giao hàng ủng_hộ shop",0,0,1,1,1,0,0
2840,15524,giao hàng . hàng chuẩn ủng_hộ tiếp,0,0,0,0,1,0,0
2842,15522,mua 2 shop ưng date check mã_vạch đầy_đủ ủng_hộ tiếp chúc shop buôn may đắt,0,0,1,0,0,0,1
2843,15521,hộp sữa 3 tổ mẫu shop giao mẫu cũ móp 1 . toàn mua sữa shop chưa hài_lòng,0,0,0,0,-1,0,0
2844,15520,"mua 2 hộp 1 hộp tem giá 1 hộp ko . 2 hộp 2 hạn hạn ok . tem chống hàng giả hãm . hộp tem như bóc dán không tem . test thử sữa oke trừ 1 . sữa thơm , vị sữa",0,0,1,1,0,0,-1
2845,15519,sản_phẩm hãng . shop giao hàng . hi,0,0,0,0,1,0,1
2846,15518,gói hàng cẩn_thận . sản_phẩm đúng mô_tả . chất_lượng oke,0,0,0,1,1,0,0
2847,15301,"đóng_gói sản_phẩm đẹp , giao hàng , hộp sữa móp . ko vận_chuyển shop đóng ?",0,0,0,0,1,0,0
2848,15300,shop đóng hàng cẩn_thận . sữa thơm giá oke,1,0,0,1,1,0,0
2849,15299,"shop giao hàng , đóng_gói kỹ , chất_lượng không bàn cải uống hộp",0,0,0,1,1,0,0
2850,15298,lưu_ý hàng abbot chạy flash sale hạn 2021 khách_hàng hụt_hẫng hàng nha shop . hàng móp méo ngại thủ_tục hàng shop,0,-1,0,0,-1,0,0
2852,15296,"mua n shop r , hài_lòng , giá rẻ chất_lượng tốt , shop",1,0,0,1,0,0,0
2853,15295,"shop phục_vụ nhiệt_tình , giao hàng , sản_phẩm tốt",0,1,0,1,1,0,0
2854,15294,"giá_cả , đóng_gói cẩn_thận ủng_hộ lâu_dài",1,0,0,0,1,0,0
2855,15293,"shop đóng_gói thận . sữa ngậy , rẻ chỗ , ủng_hộ shop tiếp",1,0,0,1,1,0,0
2857,15291,bỉm mỏng chun hơi chặt bé 6kg kích_thước l.,0,0,0,0,0,1,0
2858,15290,"check mã_vạch đúng sản_phẩm . mẫu_mã màu sữa hơi chỗ mua , không 2019 2020 mẫu ko ?",0,0,0,0,0,0,1
2859,15289,"sữa bé uống 4 bé 8 uống shop . sữa ok , ship cực_kì bực_mình . hai tận 5 chưa . sữa 2 mua không lỡ uống hợp ròi , hôm sữa chưa giao . bực",0,0,0,1,-1,0,0
2862,15286,"hàng chuẩn , hạn , đầu mua hài_lòng . ủng_hộ .",0,0,1,0,0,0,1
2863,15285,"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm , shop phục_vụ tốt ,",0,1,0,1,1,0,0
2865,15283,2 hộp giấy không mẹ pha lợn_cợn sữa không pha lợn_cợn sữa ?,0,0,0,0,0,1,0
2866,15282,"mua 3 giao mất tuần liền , bù mã giảm_giá rẻ , ủng_hộ",1,0,0,0,-1,0,0
2868,15280,"sản_phẩm oki ạh mua shop . nhân_viên giao hàng siêu , không gọi giao hàng chờ cổ 😂 😂 😂 😂 😁",0,0,0,1,-1,0,0
2871,15277,"sản_phẩm_chất_lượng tốt , m mua 2 , giao hàng trễ 2 .",0,0,0,1,-1,0,0
2872,15276,bé . sữa,0,0,0,-1,0,0,0
2874,15274,"giao hàng . đóng_gói cẩn_thận , . tiền .",1,0,0,0,1,0,0
2875,15273,giá tốt chăm_sóc khách_hàng tốt . shop tặng mã giảm_giá .,1,1,0,0,0,0,0
2877,15271,"sữa tốt , uống 2 hôm_nay cải_thiện tiêu_chảy rùi . hy_vọng mai đỡ hẳn . đi_ngoài mấy hôm xót , hjx . shop tư_vấn nhiệt_tình .",0,1,0,1,0,0,0
2878,15270,"hàng giao , đóng_gói chèn xốp cẩn_thận , kỹ_càng . mua shop . hi_vọng hàng chuẩn .",0,0,0,0,1,0,0
2879,15269,"mua 4 - 5 shop . giao hàng , hơi chậm . sữa okie , đổi friso bé hy_vọng bé kg .",0,0,0,0,-1,0,0
2880,15268,mua 2 oke,0,0,0,0,0,1,0
2881,15267,"sữa mùi_vị bé , mong hợp thể_trạng bé , shop giao hàng , đóng_gói cẩn_thận .",0,0,0,1,1,0,0
2882,15266,sản_phẩm đúng như đăng . đóng_gói sap kỹ_càng giao hàng hơi chậm,0,0,0,0,-1,0,0
2884,15264,đóng_gói cẩn_thận giao hàng nhanh_chóng . sữa sản_phẩm uy_tín . mẹ yên_tâm shop phục_vụ .,0,0,0,0,1,0,1
2885,15263,"hộp đẹp , chưa bé uống chưa cảm_nhận .",0,0,0,0,0,1,0
2887,15261,chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm . giao,0,0,0,1,1,0,0
2888,15260,chất_lượng ổn . shop bọc hàng kỹ . giao hàng . shop,0,0,0,1,1,0,0
2889,15259,"sữa đóng_gói cẩn_thận bé uống , mua liên_tục mấy hộp liền hehehe",0,0,0,1,1,0,0
2890,15258,chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp .,0,0,0,1,1,0,0
2891,15257,đồ bé mẹ oke ủng_hộ shop,0,0,0,1,0,0,0
2892,15256,"giao hàng siêu , chiều . ... đóng_gói",0,0,0,0,1,0,0
2893,15255,"giao hàng , đóng_gói cẩn_thận , hạn chưa bóc ưng_ý . ủng_hộ shop lâu_dài",0,0,1,0,1,0,0
2894,15254,mua lân đầu chưa bé uống không nhận_xét . 100 % chữ tiếng . lười chụp tạm ảnh xu,0,0,0,0,0,1,0
2895,15253,giao hàng gói cẩn_thận . shop 5,0,0,0,0,1,0,0
2897,15251,"mua không bàn chất_lượng , đóng_gói oke không móp méo",0,1,0,1,0,0,0
2898,15250,"săn sale rẻ , sản_phẩm tốt , mua shop mal yên_tâm hãng , shop đóng_gói hơi sơ",1,0,0,1,-1,0,1
2899,15249,sản_phẩm tốt shop mua 2 . mua tiếp ủng_hộ,0,0,0,1,0,0,0
2901,15247,ghi gửi mẫu_số 2 mẫu cũ,0,0,0,0,0,1,0
2902,15246,date . sữa m mua xách sg . mong hàbg chuẩn 2w nưaz mua trữ dịch,0,0,0,0,0,1,0
2903,15245,"sản_phẩm như hình hạn , ủng_hộ shop tiếp",0,0,1,1,0,0,0
2904,15244,không móp hộp shop,0,0,0,0,1,0,0
2905,15243,giao hàng đóng_gói cẩn_thận chu_đáo . date sữa ủng_hộ,0,0,1,0,1,0,0
2908,15240,shop đóng_gói hàng mua đợt sale 3 . mã hoàn xu giá tốt bình_thường,1,0,0,0,1,0,0
2912,15236,"angel giá_thành rẻ rùi , bé tè nhìu ngấm , suốt",1,0,0,1,0,0,0
2913,15235,"bọc hàng kĩ_càng , check mã_vạch oki , mong hàng chuẩn ủng_hộ",0,0,0,0,1,0,1
2914,15234,hàng siêu nhanh_chóng ủng_hộ shop dài_dài tem chuẩn 😁,0,0,0,0,1,0,1
2915,15233,sp như mô_tả . mua đầu hy_vọng tốt mua tiếp . hình_ảnh tính_chất xu,0,0,0,0,0,0,1
2917,15231,chất_lượng chưa chưa . sh phục_vụ chưa tốt,0,-1,0,0,0,0,0
2918,15230,"hàng hãng , hạn , shop gói miếng xốp , không thân_thiện môi_trường .",0,0,1,0,-1,0,1
2921,15227,giao mua một mềm mỏng rẻ kinh_tế,1,0,0,1,1,0,0
2924,15224,"bọc hàng , không móp méo , chưa hàng hàng chuẩn",0,0,0,0,1,0,1
2925,15223,mua n + hàng shop nè . ủng_hộ shop nha,0,0,0,0,0,1,0
2926,15222,chất_lượng sản_phẩm tuyệt tốt động gói sản_phẩm giao hàng giao hàng giao hàng,0,0,0,1,1,0,0
2927,15221,gói hàng cẩn_thận,0,0,0,0,1,0,0
2928,15220,hàng chuẩn hàn_lâm . sỉ lẻ giá tốt toàn_quốc .,0,0,0,0,0,1,0
2929,15219,"hộp méo , đầu mua chưa chất_lượng . hộp méo , đầu mua chưa chất_lượng . hộp méo , đầu mua chưa chất_lượng",0,0,0,0,-1,0,0
2930,15218,tạm ảnh ship hàng siêu siêu bôi bé 2 tks shop,0,0,0,0,1,0,0
2934,15214,giao hàng siêu shop tv nhiệt_tình shop 5 . ủng_hộ shop dài_dài,0,1,0,0,1,0,0
2935,15213,shiper chối 3 * .,0,0,0,0,-1,0,0
2936,15212,1 hộp móp,0,0,0,0,0,1,0
2937,15211,chất_lượng tuyệt_vời,0,0,0,1,0,0,0
2938,15210,shop ship hàng . đóng_gói hàng kỹ . shop 5 .,0,0,0,0,1,0,0
2940,15208,sữa loãng không đặc,0,0,0,-1,0,0,0
2942,15206,,0,0,0,0,0,1,0
2943,15205,hàng đóng_gói cẩn hàng . giao hàng . tốt,0,0,0,0,1,0,0
2944,15204,"chất_lượng tốt , giao hàng siêu , 1 hộp méo 1 tý không không ảnh_hưởng",0,0,0,1,1,0,0
2945,15203,"sản_phẩm sữa mịn , nhẹ dịu , bé uống",0,0,0,0,0,1,0
2946,15202,mua 2 hộp 1 hộp móp .,0,0,0,0,-1,0,0
2947,15201,"sản_phẩm giá tiền , mua , hình_ảnh tính_chất hoàn_xu",1,0,0,0,0,0,0
2948,15200,"hsd , đóng_gói cẩn_thận giao hơi",0,0,1,1,-1,0,0
2950,15198,"mua hàng đều hài_lòng , đóng_gói kỹ , giao , hạn",0,0,1,0,1,0,0
2952,15196,ưng sản_phẩm shop mã giảm_giá đều không nhập hjc .,0,0,0,0,0,1,0
2953,15195,giao hàng siêu,0,0,0,0,1,0,0
2954,15194,shop giao hàng . balo tặng oke đóng_gói thất_vọng shope mall . hàng_không ảnh_hưởng đóng_gói sơ không như hãng sữa m mua,0,1,0,0,-1,0,0
2955,15193,chất_lượng sản_phẩm tốt xứng giá tiền cám_ơn shop lắm ng tiêu_dùng 1 sản_phẩm_chất_lượng giá đẹp ủng_hộ tiếp thank_youuui,1,0,0,1,0,0,0
2956,15192,hộp va_đập mạnh vận_chuyển .,0,0,0,0,-1,0,0
2957,15191,hàng . shop giao hàng đóng_gói .,0,0,0,0,1,0,0
2958,15190,hàng shop . shop đóng_gói . hộp sữa không móp méo . giá_cả rẻ . ủng_hộ shop . thanks shop nè,1,0,0,0,1,0,0
2960,15188,"shop giao hàng như 1 gió 😁 . bỉm mỏng , mềm , bé không hăm . giá siêu tiết_kiệm",1,0,0,1,1,0,0
2961,15187,"bỉm ok , mềm , mỏng , mịn giao siêu",0,0,0,1,1,0,0
2962,15186,mua .,0,0,0,0,0,1,0
2964,15184,"sữa móp méo , không hài_lòng",0,0,0,0,-1,0,0
2965,15183,"hàng đóng_gói kỹ_càng , nhân_viên shop không tương_tác",0,-1,0,0,1,0,0
2966,15182,giao hàng hơi chậm,0,0,0,0,-1,0,0
2967,15181,"nhắn shop đóng_gói cẩn_thận shop không , túi ni lông . hộp méo .",0,0,0,0,-1,0,0
2968,15180,hạn_dùng 2022 . giao hàng . đợt móp hộp nhe shop . đóng_gói shop .,0,0,1,0,-1,0,0
2969,15179,mua nhầm tã dán huhu . nhưg bỉm okie .,0,0,0,1,0,0,0
2970,15178,"sản_phẩm tốt , hạn 2022 , đóng_gói cẩn_thận . mua hàng shop",0,0,1,1,1,0,0
2972,15176,sữa ổn . bé hợp_tác . oke mua ủng_hộ tiếp .,0,0,0,1,0,0,0
2973,15175,giao hàng hơi,0,0,0,0,-1,0,0
2974,15174,"giao hàng , sữa ok , đóng_gói đẹp .",0,0,0,1,1,0,0
2975,15173,"giao hàng , đóng_gói cẩn_thận không móp một_chút !",0,0,0,0,1,0,0
2978,15170,"nt shop zalo bọc xốp cẩn_thận sợ móp . mua tặng . shop giao hàng như , may không móp không hoàn hàng",0,-1,0,0,-1,0,0
2980,15168,? một khui hạn đổi ? what the hell ?,0,0,0,0,-1,1,0
2984,15164,shop đóng_gói cẩn_thận . mua fs giá tốt shop giao . shop gq hoàn tiền kh r,1,-1,0,0,1,0,0
2985,15163,bé toàn sữa shop . giá rẻ chỗ hàng toàn giao,1,0,0,0,1,0,0
2986,15162,sữa chuẩn như mua trc . giao hàng now ship siêu .,0,0,0,0,1,0,1
2987,15161,"shop , hàng nhanh_chóng . hàng chuẩn .",0,0,0,0,1,0,1
2988,15160,"giao hàng , đóng_gói sản_phẩm , ủng_hộ",0,0,0,0,1,0,0
2989,15159,"như , hàng giao , hạn 202 như mô_tả . ủng_hộ shop dài_dài .",0,0,1,0,1,0,0
2991,15157,"giao hàng , đóng_gói cẩn_thận , hạn , oke ủng_hộ shop",0,0,1,0,1,0,0
2992,15156,shop giao hàng hơi đóng hàng cẩn_thận . sữa xịn giá tốt,1,0,0,1,-1,0,0
2993,15155,toàn hàng hạn kém,0,0,-1,0,0,0,0
2994,15154,giao hàng đóng_gói tư_vấn nhiệt_tình chất_lượng tốt ủng_hộ shop lâu_dài,0,1,0,1,1,0,0
2996,15152,hàng oki . shop phục_vụ tốt nhiệt_tình ủng_hộ shop . zx,0,1,0,1,0,0,0
2997,15151,mua hàng shop mấy sản_phẩm đều như mấy trc . ok,0,0,0,1,0,0,0
2998,15150,"mua sữa shop , shop bọc cẩn_thận sốp",0,0,0,0,1,0,0
2999,15149,đóng_gói sơ sữa 2 hộp móp te_tua bực lắm,0,0,0,0,-1,0,0
3000,15148,"shop nhiệt_tình , giao hàng , chưa chưa chất_lượng , rẻ shop",1,1,0,0,1,0,0
3001,15147,"giao hàng siêu , đóng_gói like",0,0,0,0,1,0,0
3002,15146,"shop tư_vấn nhiệt_tình , đóng_gói cẩn_thận , hàng giao hơi , sữa thơm",0,1,0,1,1,0,0
3003,15145,ship mắc shop . huhu . shope không shop,-1,0,0,0,-1,0,0
3004,15144,"sữa vón , tan mua mùi không thơm . pha sữa xong nổi váng . không_thể ham rẻ . mua 2 chênh 100k , cảm_giác không đảm_bảo",1,0,-1,-1,0,0,0
3005,15143,"mua hộp sữa méo_mó , hạn không , không hài_lòng lắm",0,0,-1,0,-1,0,0
3006,15142,"hàng giao đúng , date , hợp_lệ 4 , canh khuyến_mãi giá tốt",1,0,1,0,0,0,1
3007,15141,nhắn shop giao shop giao ship như 1 gió ^ thanks shop,0,0,0,0,1,0,0
3010,15138,sp tốt,0,0,0,0,0,1,0
3013,15135,"hàng giao , sản_phẩm đúng tiền mua . good_good",1,0,0,0,1,0,0
3014,15134,"shop gói hàng cẩn_thận ,",0,0,0,0,1,0,0
3015,15133,mua ưng . đóng_gói ủng_hộ,0,0,0,0,1,0,0
3016,15132,"sữa thơm , giá rẻ . mong hàng chuẩn . thị_trường lẫn_lộn hơi sợ sữa thơm , giá rẻ . mong hàng chuẩn . thị_trường lẫn_lộn hơi sợ",1,0,0,1,0,0,0
